group_size;pattern;opcodes;offsets;addresses;stride_status;stride;memory_status;accessed_memory;accessed_memory_nooverlap;accessed_memory_overlap;span;head;unroll_factor;
173;SSSSSSSSSSSSSSSSSSSSSSSSSSLSSLLSLLLSSLSLSSSLLLLLLSSLLLLSLSLSLLLSLSLSLSSLLLSLSLSLLLSLSLLSLLSLSLSLSLLLSLLSSLLSLLSLLSLLSLLSLLSLLLLSLSLLSLLSLSLLSLLSSLLLLSLSLLSLLSLSLSLLLLLLLLLLL;VMOVAPS,VMOVAPS,VMOVAPS,VMOVAPS,VMOVAPS,VMOVAPS,VMOVAPS,VMOVAPS,VMOVAPS,VMOVAPS,VMOVAPS,VMOVAPS,VMOVAPS,VMOVAPS,VMOVAPS,VMOVAPS,VMOVAPS,VMOVAPS,VMOVAPS,VMOVAPS,VMOVAPS,VMOVHPS,VMOVHPS,VMOVHPS,VMOVHPS,VMOVHPS,VCVTPS2PD,VMOVHPS,VMOVAPS,VCVTPS2PD,VCVTPS2PD,VMOVAPD,VCVTPS2PD,VCVTPS2PD,VCVTPS2PD,VMOVHPS,VMOVHPS,VCVTPS2PD,VMOVHPS,VCVTPS2PD,VMOVHPS,VMOVHPS,VMOVHPS,VCVTPS2PD,VCVTPS2PD,VCVTPS2PD,VCVTPS2PD,VCVTPS2PD,VMOVAPS,VMOVHPS,VMOVHPS,VCVTPS2PD,VCVTPS2PD,VCVTPS2PD,VCVTPS2PD,VMOVAPD,VMOVAPS,VMOVHPS,VMOVAPS,VMOVHPS,VCVTPS2PD,VCVTPS2PD,VCVTPS2PD,VMOVAPD,VCVTPS2PD,VMOVAPD,VMOVAPS,VMOVHPS,VMOVAPS,VMOVHPS,VMOVHPS,VCVTPS2PD,VCVTPS2PD,VCVTPS2PD,VMOVAPD,VCVTPS2PD,VMOVAPD,VMOVAPS,VMOVHPS,VCVTPS2PD,VCVTPS2PD,VCVTPS2PD,VMOVAPD,VMOVAPS,VMOVHPS,VMOVAPS,VCVTPS2PD,VMOVHPS,VCVTPS2PD,VCVTPS2PD,VMOVAPD,VCVTPS2PD,VMOVAPD,VMOVAPS,VMOVHPS,VMOVAPS,VMOVHPS,VCVTPS2PD,VCVTPS2PD,VMOVAPD,VMOVAPD,VCVTPS2PD,VMOVAPS,VMOVHPS,VMOVAPD,VCVTPS2PD,VMOVAPS,VMOVHPS,VMOVAPS,VCVTPS2PD,VMOVHPS,VMOVAPS,VCVTPS2PD,VMOVHPS,VMOVAPS,VCVTPS2PD,VMOVHPS,VMOVAPS,VCVTPS2PD,VMOVHPS,VMOVAPS,VCVTPS2PD,VMOVHPS,VCVTPS2PD,VCVTPS2PD,VMOVAPD,VMOVAPS,VMOVHPS,VCVTPS2PD,VMOVAPD,VMOVAPD,VCVTPS2PD,VMOVAPD,VMOVAPD,VMOVAPS,VMOVHPS,VCVTPS2PD,VMOVAPD,VMOVAPD,VCVTPS2PD,VMOVAPD,VMOVAPD,VMOVAPS,VMOVHPS,VMOVAPD,VCVTPS2PD,VCVTPS2PD,VMOVAPD,VMOVAPS,VMOVHPS,VCVTPS2PD,VMOVAPD,VMOVAPD,VCVTPS2PD,VMOVAPD,VMOVAPD,VMOVAPS,VMOVHPS,VCVTPS2PD,VMOVAPD,VMOVAPD,VMOVAPD,VCVTPD2PS,VCVTPD2PS,VCVTPD2PS,VCVTPD2PS,VCVTPD2PS,VCVTPD2PS,VCVTPD2PS,VCVTPD2PS,VCVTPD2PS,VCVTPD2PS,CMP,;192,336,320,352,368,400,384,208,224,240,272,256,0,32,48,64,96,112,128,144,160,416,432,448,464,480,432,496,176,416,464,304,448,496,480,544,528,528,512,512,560,576,592,544,560,592,576,0,0,624,608,608,624,128,32,0,32,640,128,656,656,640,48,32,144,128,48,672,144,720,688,688,672,64,48,720,144,64,704,704,160,96,64,96,736,160,736,752,752,112,96,176,160,112,768,176,784,784,768,304,112,192,192,800,176,800,320,816,336,816,832,352,832,848,368,848,864,384,864,880,400,880,896,896,208,0,208,912,912,0,32,224,32,128,224,928,928,128,48,240,48,144,240,944,144,944,256,64,256,960,960,64,96,272,96,160,272,976,976,160,112,112,176,0,32,48,128,144,112,64,96,160,296,;0x16cf,0x16f0,0x1703,0x172d,0x1745,0x1764,0x1781,0x1794,0x17b6,0x17c4,0x17dc,0x17f5,0x185d,0x1878,0x188d,0x18ba,0x18dd,0x18ed,0x195c,0x1974,0x1994,0x19a2,0x19ab,0x19b8,0x19c1,0x19ca,0x19e0,0x19e9,0x19f2,0x1a00,0x1a16,0x1a1f,0x1a39,0x1a69,0x1a7b,0x1ac4,0x1acd,0x1ad6,0x1adf,0x1ae8,0x1af1,0x1afa,0x1b03,0x1b1a,0x1b30,0x1b5f,0x1b71,0x1ba5,0x1bc4,0x1bc9,0x1bd2,0x1bdb,0x1be4,0x1bf9,0x1c0b,0x1c22,0x1c27,0x1c2d,0x1c36,0x1c3f,0x1c48,0x1c51,0x1c6b,0x1c71,0x1c77,0x1c91,0x1c9a,0x1ca0,0x1ca9,0x1cb2,0x1cbb,0x1cc4,0x1ccd,0x1ce7,0x1ced,0x1d00,0x1d12,0x1d1b,0x1d21,0x1d2a,0x1d3f,0x1d51,0x1d68,0x1d6e,0x1d74,0x1d7d,0x1d86,0x1d8f,0x1d98,0x1db2,0x1db8,0x1dbe,0x1dd8,0x1de1,0x1de7,0x1df0,0x1df9,0x1e02,0x1e0b,0x1e25,0x1e2e,0x1e34,0x1e46,0x1e4f,0x1e58,0x1e61,0x1e73,0x1e89,0x1e92,0x1e9b,0x1ea4,0x1ebf,0x1ed1,0x1eda,0x1ef5,0x1f07,0x1f10,0x1f2e,0x1f40,0x1f49,0x1f68,0x1f7a,0x1f83,0x1fab,0x1fc2,0x1fd0,0x1fde,0x1fe7,0x1ff0,0x2006,0x200b,0x201a,0x2023,0x2029,0x203b,0x2044,0x204d,0x2056,0x205f,0x206e,0x2077,0x207d,0x208f,0x2098,0x20a1,0x20aa,0x20bc,0x20c5,0x20d4,0x20dd,0x20e6,0x20f4,0x20fa,0x2109,0x2112,0x2118,0x212a,0x2133,0x213c,0x2145,0x214e,0x215d,0x2163,0x21fb,0x220c,0x2217,0x2225,0x222e,0x224b,0x227d,0x2283,0x22a1,0x22e2,;Not Analyzed;0;Success;2056;664;1392;984;0;1;
1;L;VMOVDQU,;0,;0x1629,;Success;48;Success;16;16;0;16;0;1;
99;LLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLL;VPSHUFB,VPSHUFB,VPSHUFB,VPSHUFB,VPSHUFB,VPSHUFB,VPSHUFB,VPSHUFB,VPSHUFB,VMULPD,VFMADD132PD,VMULPD,VFMADD132PD,VMULPD,VMULPD,VFMADD132PD,VFMADD132PD,VMULPD,VMULPD,VFMADD132PD,VFMADD132PD,VMULPD,VFMADD132PD,VMULPD,VFMADD132PD,VMULPD,VMULPD,VFMADD132PD,VFMADD132PD,VMULPD,VMULPD,VFMADD132PD,VFMADD132PD,VMULPD,VFMADD132PD,VMULPD,VFMADD132PD,VMULPD,VFMADD132PD,VMULPD,VFMADD132PD,VMULPD,VFMADD132PD,VMULPD,VFMADD132PD,VMULPD,VFMADD132PD,VMULPD,VFMADD132PD,VMULPD,VFMADD132PD,VMULPD,VFMADD132PD,VMULPD,VFMADD132PD,VMULPD,VFMADD132PD,VFMADD231PD,VFMADD231PD,VFMADD231PD,VFMADD231PD,VFMADD231PD,VFMADD231PD,VFMADD231PD,VFMADD231PD,VFMADD231PD,VFMADD231PD,VFMADD231PD,VFMADD231PD,VFMADD231PD,VFMADD231PD,VFMADD231PD,VFMADD231PD,VFMADD231PD,VFMADD231PD,VFMADD231PD,VFMADD231PD,VFMADD231PD,VFMADD231PD,VFMADD231PD,VFMADD132PD,VPAND,VPAND,VPAND,VPAND,VPAND,VPAND,VPAND,VPAND,VPAND,VPAND,VPAND,VPAND,VPAND,VPAND,VPAND,VPAND,VPAND,VPAND,;14981,14972,14954,14704,14698,14650,14428,14410,14359,14112,14078,14032,14021,13997,13989,13996,13955,13931,13923,13930,13912,13888,13819,13781,13774,13750,13742,13749,13709,13685,13677,13684,13661,13637,13644,13579,13573,13543,13550,13470,13477,13432,13439,13346,13353,13312,13310,13253,13247,13217,13224,13143,13150,13105,13112,13028,13035,13018,12973,12951,12901,12879,12847,12825,12790,12768,12732,12710,12674,12661,12638,12610,12550,12517,12466,12433,12388,12364,12311,12278,12227,12207,12194,12176,12175,12142,12137,12113,12100,12068,12059,12009,11981,11968,11971,11946,11893,11877,11880,;0x1642,0x165b,0x167d,0x1757,0x176d,0x17ad,0x186b,0x189d,0x18c0,0x19d8,0x1a09,0x1a28,0x1a42,0x1a4b,0x1a53,0x1a5b,0x1a84,0x1a8d,0x1a95,0x1a9d,0x1aaf,0x1ab8,0x1b0c,0x1b23,0x1b39,0x1b42,0x1b4a,0x1b52,0x1b7a,0x1b83,0x1b8b,0x1b93,0x1baa,0x1bb3,0x1bbb,0x1bed,0x1c02,0x1c11,0x1c19,0x1c5a,0x1c62,0x1c80,0x1c88,0x1cd6,0x1cde,0x1cf8,0x1d09,0x1d33,0x1d48,0x1d57,0x1d5f,0x1da1,0x1da9,0x1dc7,0x1dcf,0x1e14,0x1e1c,0x1e3d,0x1e6a,0x1e80,0x1eb2,0x1ec8,0x1ee8,0x1efe,0x1f21,0x1f37,0x1f5b,0x1f71,0x1f95,0x1fa2,0x1fb9,0x1fd5,0x2011,0x2032,0x2065,0x2086,0x20b3,0x20cb,0x2100,0x2121,0x2154,0x2179,0x2186,0x2198,0x21a9,0x21ba,0x21cf,0x21d7,0x21e4,0x2204,0x221d,0x223f,0x225b,0x2268,0x2275,0x228e,0x22b3,0x22c3,0x22d0,;RIP based value;0;Success;1584;1254;330;3120;0;1;
3;SSS;VMOVDQU,VMOVDQU,VMOVDQU,;-48,-32,-16,;0x21f5,0x229b,0x22dc,;Success;48;Success;48;48;0;48;48;3;
2;LL;VMOVDQU,VMOVDQU,;-32,-16,;0x1636,0x163c,;Success;48;Success;32;32;0;32;0;2;
