Node;Process;Thread;System (%);Binary (%);MPI (%);Nb Cycle Events;OMP (%);Others (%);String (%);Memory (%);IO (%);Time (s);Math (%);Pthread (%);
_ALL;_ALL;_ALL;0.78;92.13;0;558947.62;0;0;0;0;0;558.95;7.09;0;
knl07;_ALL;_ALL;0.78;92.13;0;558947.62;0;0;0;0;0;558.95;7.09;0;
knl07;355447;_ALL;0.78;92.13;0;558947.62;0;0;0;0;0;558.95;7.09;0;
knl07;355447;355447;0.78;92.13;0;558947.62;0;0;0;0;0;558.95;7.09;0;
