loop_id;module;function_name;function_id;source_info;level;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;time_deviation;nb_threads;
1;sobel;main._omp_fn.0;8;sobel.c:21-28;Innermost;27.15;1.05;;;;;;;
2;sobel;main._omp_fn.0;8;sobel.c:204-214;Innermost;18.71;0.72;;;;;;;
3;sobel;main._omp_fn.0;8;sobel.c:204-214;Innermost;0.16;0.01;;;;;;;
5;sobel;main._omp_fn.0;8;stdio2.h:105-105,rdtsc.h:9-11,sobel.c:21-297;Outermost;0.03;0;;;;;;;
