loop_id;module;function_name;function_id;source_info;level;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;time_deviation;nb_threads;
1;sobel;main._omp_fn.0;8;sobel.c:21-28;Innermost;17.49;0.53;;;;;;;
2;sobel;main._omp_fn.0;8;sobel.c:204-214;Innermost;12.45;0.38;;;;;;;
3;sobel;main._omp_fn.0;8;sobel.c:204-214;Innermost;0.1;0;;;;;;;
9;sobel;sort;12;common.c:9-15;Innermost;0.03;0;;;;;;;
