Node;Process;Thread;System (%);Binary (%);MPI (%);Nb Cycle Events;OMP (%);Others (%);String (%);Memory (%);IO (%);Time (s);Math (%);Pthread (%);
_ALL;_ALL;_ALL;35.85;62.61;0;17000.88;0.25;0;0;0.01;0.02;8.03;0;1.26;
knl07;_ALL;_ALL;35.85;62.61;0;17000.88;0.25;0;0;0.01;0.02;8.03;0;1.26;
knl07;357001;_ALL;35.85;62.61;0;17000.88;0.25;0;0;0.01;0.02;8.03;0;1.26;
knl07;357001;357290;11.21;88.48;0;2996.02;0.3;0;0;0;0;3;0;0;
knl07;357001;357292;10.75;88.82;0;2987.01;0.44;0;0;0;0;2.99;0;0;
knl07;357001;357291;9.64;89.86;0;2989.01;0.5;0;0;0;0;2.99;0;0;
knl07;357001;357001;64.13;33.07;0;8028.85;0.07;0;0;0.01;0.05;8.03;0;2.67;
