loop_id;module;function_name;function_id;source_info;level;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;
0;sobel;main._omp_fn.0;8;sobel.c:21-30;Innermost;46.29;0.7;;;;;;
1;sobel;main._omp_fn.0;8;sobel.c:204-214;Innermost;40.13;0.61;;;;;;
5;sobel;main._omp_fn.0;8;sobel.c:204-214;Innermost;1.06;0.02;;;;;;
4;sobel;main._omp_fn.0;8;sobel.c:204-214;Innermost;0.33;0;;;;;;
