function_id;module;function_name;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;cats;
8;sobel;main._omp_fn.0;sobel.c:21-330,rdtsc.h:9-11,stdio2.h:100-100;88.21;1.33;;;;;;"100,0,0,0,0,0,0,0,0,0";
-1;kernel;unknown_kernel_region;;10.73;0.16;;;;;;"0,0,0,0,99.382715638374,0.61728436162584,0,0,0,0";
256;libgomp.so.1.0.0;omp_get_num_procs;;0.99;0.01;;;;;;"0,0,100,0,0,0,0,0,0,0";
498;libc-2.31.so;_IO_file_xsputn;;0.07;0;;;;;;"0,0,0,0,0,0,100,0,0,0";
