group_size;pattern;opcodes;offsets;addresses;stride_status;stride;memory_status;accessed_memory;accessed_memory_nooverlap;accessed_memory_overlap;span;head;unroll_factor;
44;SSSSSLSSSSSSLSLLLLLLSLLLLSSLLLLLLLLLLLLLLLLL;VMOVDQA,VMOVDQA,VMOVDQA,VMOVDQA,VMOVDQA,VPMULLW,VMOVDQA,VMOVDQA,VMOVDQA,VMOVDQA,VMOVDQA,VMOVDQA,VMOVDQA,VMOVDQA,VPSUBD,VPSUBD,VPADDD,VPSUBD,VPSUBD,VPADDD,VMOVDQA,VPSUBD,VPSUBD,VPADDD,VPSUBD,VMOVDQA,VMOVDQA,VPSUBD,VPSUBD,VPMULLW,VPADDD,VPADDD,VPSUBD,VPADDD,VPSUBD,VPADDD,VPADDD,VPSUBD,VPADDD,VPADDD,VMOVDQA,VMOVDQA,VPADDD,VMOVAPS,;-104,-88,104,-120,-72,88,-56,-40,-24,-8,8,40,-72,24,-56,-120,8,-40,-104,24,56,-88,-24,40,-8,120,72,104,-72,88,-56,8,-120,-40,-104,24,-24,-88,40,-8,56,72,120,136,;0x3635,0x3642,0x3652,0x3658,0x369c,0x36d8,0x36f8,0x370d,0x371e,0x3724,0x3744,0x3759,0x375f,0x3765,0x3791,0x3797,0x379d,0x37ba,0x37c0,0x37c6,0x37da,0x37ee,0x37f9,0x37ff,0x3812,0x3818,0x383e,0x3885,0x388b,0x3896,0x389c,0x38b1,0x38bc,0x38d0,0x38df,0x38e5,0x3903,0x3912,0x3918,0x392d,0x3933,0x3942,0x3948,0x39d2,;Not Analyzed;0;Success;704;272;432;272;0;1;
10;LLLLLLLLLL;VMOVDQU,VMOVDQU,VMOVDQU,VMOVDQU,VMOVDQU,VMOVDQU,VMOVDQU,VMOVDQU,VMOVDQU,VMOVDQU,;0,0,0,0,0,0,0,0,0,0,;0x3604,0x361a,0x363b,0x368c,0x36c5,0x3718,0x381e,0x3824,0x384d,0x385d,;Success;16;Success;160;16;144;16;16;10;
3;LLL;VPMULLW,VPMULLW,VMOVDQA,;6824,6411,5933,;0x36d0,0x386d,0x3a5b,;RIP based value;0;Success;48;48;0;907;0;1;
1;S;VMOVDQU,;0,;0x3a83,;Success;16;Success;16;16;0;16;16;1;
