block_id;module;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;time_deviation;nb_threads;
81;sobel;sobel.c:21-28;49.78;0.34;;;;;;;
84;sobel;sobel.c:204-214;34.69;0.24;;;;;;;
