Node;Process;Thread;System (%);Binary (%);MPI (%);Nb Cycle Events;OMP (%);Others (%);String (%);Memory (%);IO (%);Time (s);Math (%);Pthread (%);
_ALL;_ALL;_ALL;49.67;48.22;0;4754.98;0.06;0;0;0;0.02;2.8;0;2.02;
vidal-NBLK-WAX9X;_ALL;_ALL;49.67;48.22;0;4754.98;0.06;0;0;0;0.02;2.8;0;2.02;
vidal-NBLK-WAX9X;17562;_ALL;49.67;48.22;0;4754.98;0.06;0;0;0;0.02;2.8;0;2.02;
vidal-NBLK-WAX9X;17562;17571;14.41;85.44;0;673;0.15;0;0;0;0;0.67;0;0;
vidal-NBLK-WAX9X;17562;17562;74.57;22;0;2795.98;0;0;0;0;0;2.8;0;3.43;
vidal-NBLK-WAX9X;17562;17573;12.4;87.27;0;597;0.17;0;0;0;0.17;0.6;0;0;
vidal-NBLK-WAX9X;17562;17572;15.38;84.47;0;689;0.15;0;0;0;0;0.69;0;0;
