function_id;module;function_name;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;time_deviation;nb_threads;cats;label_name;
8;sobel;main._omp_fn.0;stdio2.h:105-105,rdtsc.h:9-11,sobel.c:21-297;84.47;0.58;;;;;;;"100,0,0,0,0,0,0,0,0,0";main._omp_fn.0;
-1;kernel;clear_page_rep;;4.5;0.03;;;;;;;"0,0,0,0,100,0,0,0,0,0";clear_page_rep;
-1;kernel;do_user_addr_fault;;3.19;0.02;;;;;;;"0,0,0,0,100,0,0,0,0,0";do_user_addr_fault;
-1;kernel;rmqueue_pcplist.constprop.0;;1.02;0.01;;;;;;;"0,0,0,0,100,0,0,0,0,0";rmqueue_pcplist.constprop.0;
-1;kernel;_raw_spin_unlock_irqrestore;;0.44;0;;;;;;;"0,0,0,0,100,0,0,0,0,0";_raw_spin_unlock_irqrestore;
-1;kernel;charge_memcg;;0.44;0;;;;;;;"0,0,0,0,100,0,0,0,0,0";charge_memcg;
-1;kernel;__alloc_pages;;0.44;0;;;;;;;"0,0,0,0,100,0,0,0,0,0";__alloc_pages;
-1;kernel;__handle_mm_fault;;0.44;0;;;;;;;"0,0,0,0,100,0,0,0,0,0";__handle_mm_fault;
-1;kernel;do_anonymous_page;;0.44;0;;;;;;;"0,0,0,0,100,0,0,0,0,0";do_anonymous_page;
-1;kernel;pud_val;;0.44;0;;;;;;;"0,0,0,0,100,0,0,0,0,0";pud_val;
-1;kernel;__mem_cgroup_charge;;0.29;0;;;;;;;"0,0,0,0,100,0,0,0,0,0";__mem_cgroup_charge;
-1;kernel;__mod_lruvec_page_state;;0.29;0;;;;;;;"0,0,0,0,100,0,0,0,0,0";__mod_lruvec_page_state;
-1;kernel;__mod_memcg_lruvec_state;;0.29;0;;;;;;;"0,0,0,0,100,0,0,0,0,0";__mod_memcg_lruvec_state;
-1;kernel;get_mem_cgroup_from_mm;;0.29;0;;;;;;;"0,0,0,0,100,0,0,0,0,0";get_mem_cgroup_from_mm;
-1;kernel;consume_stock;;0.29;0;;;;;;;"0,0,0,0,100,0,0,0,0,0";consume_stock;
-1;kernel;page_counter_try_charge;;0.29;0;;;;;;;"0,0,0,0,100,0,0,0,0,0";page_counter_try_charge;
-1;kernel;__x86_return_thunk;;0.15;0;;;;;;;"0,0,0,0,100,0,0,0,0,0";__x86_return_thunk;
-1;kernel;_raw_spin_lock;;0.15;0;;;;;;;"0,0,0,0,100,0,0,0,0,0";_raw_spin_lock;
-1;kernel;__cond_resched;;0.15;0;;;;;;;"0,0,0,0,100,0,0,0,0,0";__cond_resched;
-1;kernel;__radix_tree_lookup;;0.15;0;;;;;;;"0,0,0,0,100,0,0,0,0,0";__radix_tree_lookup;
-1;kernel;blk_cgroup_congested;;0.15;0;;;;;;;"0,0,0,0,100,0,0,0,0,0";blk_cgroup_congested;
-1;kernel;policy_nodemask;;0.15;0;;;;;;;"0,0,0,0,100,0,0,0,0,0";policy_nodemask;
-1;kernel;get_page_from_freelist;;0.15;0;;;;;;;"0,0,0,0,100,0,0,0,0,0";get_page_from_freelist;
-1;kernel;__page_set_anon_rmap;;0.15;0;;;;;;;"0,0,0,0,100,0,0,0,0,0";__page_set_anon_rmap;
-1;kernel;add_mm_counter_fast;;0.15;0;;;;;;;"0,0,0,0,100,0,0,0,0,0";add_mm_counter_fast;
-1;kernel;__mod_node_page_state;;0.15;0;;;;;;;"0,0,0,0,100,0,0,0,0,0";__mod_node_page_state;
-1;kernel;cgroup_rstat_updated;;0.15;0;;;;;;;"0,0,0,0,100,0,0,0,0,0";cgroup_rstat_updated;
-1;kernel;__rcu_read_unlock;;0.15;0;;;;;;;"0,0,0,0,100,0,0,0,0,0";__rcu_read_unlock;
-1;kernel;up_read;;0.15;0;;;;;;;"0,0,0,0,100,0,0,0,0,0";up_read;
-1;kernel;pmd_page_vaddr;;0.15;0;;;;;;;"0,0,0,0,100,0,0,0,0,0";pmd_page_vaddr;
-1;kernel;pmd_val;;0.15;0;;;;;;;"0,0,0,0,100,0,0,0,0,0";pmd_val;
355;libc.so.6;psiginfo;;0.15;0;;;;;;;"0,0,0,0,100,0,0,0,0,0";psiginfo;
269;libgomp.so.1.0.0;omp_get_num_procs;;0.15;0;;;;;;;"0,0,100,0,0,0,0,0,0,0";omp_get_num_procs;
