
* Info: Selecting the 'perf-low-ppn' engine for node knl07

* Info: Process launched (host knl07, process 391969)                   0;                  360;             24473358;           0.000
                   1;                  360;             25473756;           0.000
                   2;                  360;             24833732;           0.000
                   3;                  360;             25304510;           0.000
                   4;                  360;             24382624;           0.000
                   5;                  360;             25081994;           0.000
                   6;                  360;             23991268;           0.000
                   7;                  360;             25019498;           0.000
                   8;                  360;             23690352;           0.000
                   9;                  360;             25080412;           0.000
                  10;                  360;             23428370;           0.000
                  11;                  360;             24911306;           0.000
                  12;                  360;             23243024;           0.000
                  13;                  360;             24925040;           0.000
                  14;                  360;             23194668;           0.000
                  15;                  360;             24935470;           0.000
                  16;                  360;             23060030;           0.000
                  17;                  360;             24846290;           0.000
                  18;                  360;             22984136;           0.000
                  19;                  360;             24911992;           0.000
                  20;                  360;             22951250;           0.000
                  21;                  360;             24924452;           0.000
                  22;                  360;             22827280;           0.000
                  23;                  360;             24863692;           0.000
                  24;                  360;             22823724;           0.000
                  25;                  360;             24914106;           0.000
                  26;                  360;             22796984;           0.000
                  27;                  360;             24849020;           0.000
                  28;                  360;             22781402;           0.000
                  29;                  360;             24826466;           0.000
                  30;                  360;             22804320;           0.000
                  31;                  360;             24886932;           0.000
                  32;                  360;             22810900;           0.000
                  33;                  360;             24799810;           0.000
                  34;                  360;             22723470;           0.000
                  35;                  360;             24821160;           0.000
                  36;                  360;             22803592;           0.000
                  37;                  360;             24870552;           0.000
                  38;                  360;             22916474;           0.000
                  39;                  360;             24802820;           0.000
                  40;                  360;             23143288;           0.000
                  41;                  360;             24790528;           0.000
                  42;                  360;             23338462;           0.000
                  43;                  360;             24937108;           0.000
                  44;                  360;             23325764;           0.000
                  45;                  360;             24847606;           0.000
                  46;                  360;             23366476;           0.000
                  47;                  360;             24819844;           0.000
                  48;                  360;             23547132;           0.000
                  49;                  360;             24876404;           0.000
                  50;                  360;             23594942;           0.000
                  51;                  360;             24810520;           0.000
                  52;                  360;             23774086;           0.000
                  53;                  360;             24913126;           0.000
                  54;                  360;             24035130;           0.000
                  55;                  360;             24910942;           0.000
                  56;                  360;             24165736;           0.000
                  57;                  360;             24837722;           0.000
                  58;                  360;             24388756;           0.000
                  59;                  360;             24943534;           0.000
                  60;                  360;             22464316;           0.000
                  61;                  360;             24831240;           0.000
                  62;                  360;             22474844;           0.000
                  63;                  360;             24916108;           0.000
                  64;                  360;             22480878;           0.000
                  65;                  360;             24784872;           0.000
                  66;                  360;             22553874;           0.000
                  67;                  360;             24794098;           0.000
                  68;                  360;             22583260;           0.000
                  69;                  360;             24927532;           0.000
                  70;                  360;             22660988;           0.000
                  71;                  360;             24854242;           0.000
                  72;                  360;             22670956;           0.000
                  73;                  360;             24901940;           0.000
                  74;                  360;             22607816;           0.000
                  75;                  360;             24886022;           0.000
                  76;                  360;             22568266;           0.000
                  77;                  360;             24760568;           0.000
                  78;                  360;             22632680;           0.000
                  79;                  360;             24841880;           0.000
                  80;                  360;             22788864;           0.000
                  81;                  360;             24894982;           0.000
                  82;                  360;             22730596;           0.000
                  83;                  360;             24854858;           0.000
                  84;                  360;             23025674;           0.000
                  85;                  360;             24889424;           0.000
                  86;                  360;             23056376;           0.000
                  87;                  360;             24860570;           0.000
                  88;                  360;             22960700;           0.000
                  89;                  360;             24838982;           0.000
                  90;                  360;             22953574;           0.000
                  91;                  360;             24948616;           0.000
                  92;                  360;             23082528;           0.000
                  93;                  360;             25009964;           0.000
                  94;                  360;             22964690;           0.000
                  95;                  360;             24776416;           0.000
                  96;                  360;             23037112;           0.000
                  97;                  360;             24879372;           0.000
                  98;                  360;             23080092;           0.000
                  99;                  360;             24797332;           0.000
                 100;                  360;             23070670;           0.000
                 101;                  360;             24931088;           0.000
                 102;                  360;             23155062;           0.000
                 103;                  360;             24889200;           0.000
                 104;                  360;             23122512;           0.000
                 105;                  360;             24780112;           0.000
                 106;                  360;             23206344;           0.000
                 107;                  360;             24937080;           0.000
                 108;                  360;             23186268;           0.000
                 109;                  360;             24863762;           0.000
                 110;                  360;             23188830;           0.000
                 111;                  360;             24857840;           0.000
                 112;                  360;             23149000;           0.000
                 113;                  360;             24919342;           0.000
                 114;                  360;             23103864;           0.000
                 115;                  360;             24810996;           0.000
                 116;                  360;             23103500;           0.000
                 117;                  360;             24877090;           0.000
                 118;                  360;             22967476;           0.000
                 119;                  360;             24933384;           0.000
                 120;                  360;             21638302;           0.000
                 121;                  360;             24822462;           0.000
                 122;                  360;             21667814;           0.000
                 123;                  360;             24921708;           0.000
                 124;                  360;             21648438;           0.000
                 125;                  360;             24816750;           0.000
                 126;                  360;             21685342;           0.000
                 127;                  360;             24802806;           0.000
                 128;                  360;             21701260;           0.000
                 129;                  360;             24918222;           0.000
                 130;                  360;             21723380;           0.000
                 131;                  360;             24803744;           0.000
                 132;                  360;             21741412;           0.000
                 133;                  360;             24819704;           0.000
                 134;                  360;             21763140;           0.000
                 135;                  360;             24925362;           0.000
                 136;                  360;             21770574;           0.000
                 137;                  360;             24854060;           0.000
                 138;                  360;             21626668;           0.000
                 139;                  360;             24969952;           0.000
                 140;                  360;             21471548;           0.000
                 141;                  360;             24910354;           0.000
                 142;                  360;             21782908;           0.000
                 143;                  360;             24791732;           0.000
                 144;                  360;             21759066;           0.000
                 145;                  360;             24887534;           0.000
                 146;                  360;             21641760;           0.000
                 147;                  360;             24830694;           0.000
                 148;                  360;             21617610;           0.000
                 149;                  360;             24796282;           0.000
                 150;                  360;             21524300;           0.000
                 151;                  360;             24907596;           0.000
                 152;                  360;             21317842;           0.000
                 153;                  360;             24783808;           0.000
                 154;                  360;             21322392;           0.000
                 155;                  360;             24807188;           0.000
                 156;                  360;             21188496;           0.000
                 157;                  360;             24844120;           0.000
                 158;                  360;             21171472;           0.000
                 159;                  360;             24711890;           0.000
                 160;                  360;             21163310;           0.000
                 161;                  360;             24776878;           0.000
