block_id;module;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;
73;sobel;sobel.c:21-30;43.47;5.58;;;;;;
82;sobel;sobel.c:204-214;38.33;4.92;;;;;;
78;sobel;sobel.c:209-214;0.72;0.09;;;;;;
86;sobel;sobel.c:209-214;0.21;0.03;;;;;;
79;sobel;sobel.c:204-214;0.13;0.02;;;;;;
81;sobel;sobel.c:204-204;0.02;0;;;;;;
83;sobel;sobel.c:204-204;0.02;0;;;;;;
87;sobel;sobel.c:204-214;0.02;0;;;;;;
101;sobel;sobel.c:204-204;0.02;0;;;;;;
77;sobel;sobel.c:204-313;0.02;0;;;;;;
75;sobel;sobel.c:204-204;0.01;0;;;;;;
89;sobel;sobel.c:214-214;0.01;0;;;;;;
88;sobel;sobel.c:204-214;0.01;0;;;;;;
