block_id;module;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;
73;sobel;sobel.c:21-30;12.59;5.58;;;;;;
82;sobel;sobel.c:204-214;11.21;4.96;;;;;;
78;sobel;sobel.c:209-214;0.2;0.09;;;;;;
86;sobel;sobel.c:209-214;0.05;0.02;;;;;;
79;sobel;sobel.c:204-214;0.05;0.02;;;;;;
83;sobel;sobel.c:204-204;0.01;0.01;;;;;;
101;sobel;sobel.c:204-204;0.01;0;;;;;;
77;sobel;sobel.c:204-313;0.01;0;;;;;;
85;sobel;sobel.c:209-214;0.01;0;;;;;;
88;sobel;sobel.c:204-214;0.01;0;;;;;;
152;sobel;common.c:9-10;0;0;;;;;;
158;sobel;common.c:9-10;0;0;;;;;;
75;sobel;sobel.c:204-204;0;0;;;;;;
81;sobel;sobel.c:204-204;0;0;;;;;;
87;sobel;sobel.c:204-214;0;0;;;;;;
89;sobel;sobel.c:214-214;0;0;;;;;;
