block_id;module;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;
73;sobel;sobel.c:21-30;45.65;5.56;;;;;;
82;sobel;sobel.c:204-214;41.18;5.01;;;;;;
78;sobel;sobel.c:209-214;0.65;0.08;;;;;;
79;sobel;sobel.c:204-214;0.17;0.02;;;;;;
86;sobel;sobel.c:209-214;0.12;0.01;;;;;;
97;sobel;sobel.c:204-204;0.07;0.01;;;;;;
89;sobel;sobel.c:214-214;0.03;0;;;;;;
85;sobel;sobel.c:209-214;0.02;0;;;;;;
83;sobel;sobel.c:204-204;0.02;0;;;;;;
77;sobel;sobel.c:204-313;0.02;0;;;;;;
81;sobel;sobel.c:204-204;0.01;0;;;;;;
88;sobel;sobel.c:204-214;0.01;0;;;;;;
