Node;Process;Thread;System (%);Binary (%);MPI (%);Nb Cycle Events;OMP (%);Others (%);String (%);Memory (%);IO (%);Time (s);Math (%);Pthread (%);
_ALL;_ALL;_ALL;46.53;52.32;0;81620.02;0.07;0;0;0;0.01;44.28;0;1.06;
knl07;_ALL;_ALL;46.53;52.32;0;81620.02;0.07;0;0;0;0.01;44.28;0;1.06;
knl07;394139;_ALL;46.53;52.32;0;81620.02;0.07;0;0;0;0.01;44.28;0;1.06;
knl07;394139;394429;16.88;82.98;0;12835;0.12;0;0;0;0.02;12.83;0;0;
knl07;394139;394139;73.85;24.16;0;44276.23;0.02;0;0;0;0.01;44.28;0;1.96;
knl07;394139;394430;13.64;86.19;0;12371.91;0.16;0;0;0.01;0.01;12.37;0;0;
knl07;394139;394431;11.77;88.09;0;12136.88;0.13;0;0;0;0;12.14;0;0;
