block_id;module;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;
73;sobel;sobel.c:21-30;12.75;5.57;;;;;;
82;sobel;sobel.c:204-214;11.4;4.98;;;;;;
78;sobel;sobel.c:209-214;0.25;0.11;;;;;;
86;sobel;sobel.c:209-214;0.08;0.03;;;;;;
79;sobel;sobel.c:204-214;0.04;0.02;;;;;;
101;sobel;sobel.c:204-204;0.01;0;;;;;;
85;sobel;sobel.c:209-214;0.01;0;;;;;;
77;sobel;sobel.c:204-313;0.01;0;;;;;;
152;sobel;common.c:9-10;0;0;;;;;;
81;sobel;sobel.c:204-204;0;0;;;;;;
158;sobel;common.c:9-10;0;0;;;;;;
72;sobel;sobel.c:21-299;0;0;;;;;;
75;sobel;sobel.c:204-204;0;0;;;;;;
83;sobel;sobel.c:204-204;0;0;;;;;;
89;sobel;sobel.c:214-214;0;0;;;;;;
88;sobel;sobel.c:204-214;0;0;;;;;;
