block_id;module;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;
73;sobel;sobel.c:21-30;10.36;5.62;;;;;;
82;sobel;sobel.c:204-214;9.13;4.95;;;;;;
78;sobel;sobel.c:209-214;0.2;0.11;;;;;;
86;sobel;sobel.c:209-214;0.05;0.03;;;;;;
79;sobel;sobel.c:204-214;0.01;0.01;;;;;;
88;sobel;sobel.c:204-214;0.01;0.01;;;;;;
85;sobel;sobel.c:209-214;0.01;0.01;;;;;;
87;sobel;sobel.c:204-214;0.01;0;;;;;;
122;sobel;common.c:10-10;0;0;;;;;;
81;sobel;sobel.c:204-204;0;0;;;;;;
83;sobel;sobel.c:204-204;0;0;;;;;;
101;sobel;sobel.c:204-204;0;0;;;;;;
150;sobel;common.c:9-10;0;0;;;;;;
74;sobel;sobel.c:202-313,rdtsc.h:9-11;0;0;;;;;;
96;sobel;sobel.c:297-297;0;0;;;;;;
