block_id;module;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;
73;sobel;sobel.c:21-30;11.59;5.56;;;;;;
82;sobel;sobel.c:204-214;10.17;4.88;;;;;;
78;sobel;sobel.c:209-214;0.18;0.09;;;;;;
79;sobel;sobel.c:204-214;0.04;0.02;;;;;;
86;sobel;sobel.c:209-214;0.04;0.02;;;;;;
81;sobel;sobel.c:204-204;0.01;0.01;;;;;;
97;sobel;sobel.c:204-204;0.01;0.01;;;;;;
83;sobel;sobel.c:204-204;0.01;0;;;;;;
85;sobel;sobel.c:209-214;0.01;0;;;;;;
84;sobel;sobel.c:202-202;0;0;;;;;;
154;sobel;common.c:9-10;0;0;;;;;;
156;sobel;common.c:9-10;0;0;;;;;;
75;sobel;sobel.c:204-204;0;0;;;;;;
87;sobel;sobel.c:204-214;0;0;;;;;;
77;sobel;sobel.c:204-313;0;0;;;;;;
88;sobel;sobel.c:204-214;0;0;;;;;;
