block_id;module;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;
73;sobel;sobel.c:21-30;42.09;5.64;;;;;;
82;sobel;sobel.c:204-214;37.34;5;;;;;;
78;sobel;sobel.c:209-214;0.63;0.08;;;;;;
86;sobel;sobel.c:209-214;0.19;0.03;;;;;;
79;sobel;sobel.c:204-214;0.13;0.02;;;;;;
81;sobel;sobel.c:204-204;0.06;0.01;;;;;;
77;sobel;sobel.c:204-313;0.04;0;;;;;;
85;sobel;sobel.c:209-214;0.03;0;;;;;;
101;sobel;sobel.c:204-204;0.02;0;;;;;;
75;sobel;sobel.c:204-204;0.01;0;;;;;;
89;sobel;sobel.c:214-214;0.01;0;;;;;;
88;sobel;sobel.c:204-214;0.01;0;;;;;;
83;sobel;sobel.c:204-204;0.01;0;;;;;;
84;sobel;sobel.c:202-202;0.01;0;;;;;;
87;sobel;sobel.c:204-214;0.01;0;;;;;;
93;sobel;sobel.c:331-331,stdio2.h:100-100;0.01;0;;;;;;
