group_size;pattern;opcodes;offsets;addresses;stride_status;stride;memory_status;accessed_memory;accessed_memory_nooverlap;accessed_memory_overlap;span;head;unroll_factor;
5;SSSSS;MOV,MOV,MOV,MOV,MOV,;-3,-2,-1,0,0,;0x26a5,0x2706,0x275d,0x293f,0x27af,;Not mono block loop;0;Success;5;4;1;4;0;1;
8;LLLLLLLL;MOVZX,MOVZX,MOVZX,MOVZX,MOVZX,MOVZX,MOVZX,MOVZX,;-5,0,-4,1,-3,2,3,-2,;0x2651,0x2656,0x26a1,0x26a9,0x2701,0x270a,0x2761,0x2786,;Not mono block loop;0;Success;8;8;0;9;0;1;
