name;time_p;time_s;cpi_ratio;
/scratch/chps/users/user22024/Projet/AOC-Computer-vision/maqao/sobel_v3/binaries/sobel;62.94;3.4;;
kernel;35.64;1.92;;
/usr/lib/x86_64-linux-gnu/libgomp.so.1.0.0;1.36;0.07;;
/usr/lib/x86_64-linux-gnu/libc-2.31.so;0.05;0;;
/usr/lib/x86_64-linux-gnu/libpthread-2.31.so;0.01;0;;
