function_id;module;function_name;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;cats;
8;sobel;main._omp_fn.0;sobel.c:21-334,rdtsc.h:9-11,stdio2.h:100-100;63.27;3.31;0.64;0.67;0.71;18.323509216309;16;"100,0,0,0,0,0,0,0,0,0";
-1;kernel;unknown_kernel_region;;35.13;1.84;0.08;0.37;4.55;18.829032897949;16;"0,0,0.016917457698288,0,96.210489475583,3.7725930667183,0,0,0,0";
256;libgomp.so.1.0.0;omp_get_num_procs;;1.37;0.07;0.01;0.01;0.02;0.51786357164383;16;"0,0,100,0,0,0,0,0,0,0";
255;libgomp.so.1.0.0;omp_test_nest_lock;;0.16;0.01;0;0;0;0.094910502433777;14;"0,0,100,0,0,0,0,0,0,0";
351;libc-2.31.so;psiginfo;;0.02;0;0;0;0;0.0031859029550105;3;"0,0,0,0,100,0,0,0,0,0";
308;libc-2.31.so;vprintf;;0.02;0;0;0;0;0.0031859246082604;3;"0,0,100,0,0,0,0,0,0,0";
498;libc-2.31.so;_IO_file_xsputn;;0.01;0;0;0;0;0.00024744414258748;2;"0,0,0,0,0,0,100,0,0,0";
1458;libc-2.31.so;__fprintf_chk;;0.01;0;0;0;0;0;1;"0,0,0,0,0,0,100,0,0,0";
718;libc-2.31.so;explicit_bzero;;0.01;0;0;0;0;0;1;"0,0,0,0,0,0,0,0,100,0";
587;libc-2.31.so;pthread_attr_setschedparam;;0.01;0;0;0;0;0;1;"0,0,0,0,0,100,0,0,0,0";
369;libc-2.31.so;_IO_padn;;0.01;0;0;0;0;0;1;"0,0,0,0,0,0,100,0,0,0";
