loop_id;module;function_name;function_id;source_info;level;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;time_deviation;nb_threads;
9;sobel;sobel_v1;12;sobel.c:113-141;Innermost;48.35;2.07;2.07;2.07;2.07;0;0;1;
1;sobel;main;1;sobel.c:21-28;Innermost;25.37;1.09;1.09;1.09;1.09;0;0;1;
10;sobel;sobel_v1;12;sobel.c:113-141;Innermost;0.21;0.01;0.01;0.01;0.01;0;0;1;
12;sobel;sort;13;common.c:9-15;Innermost;0.02;0;0;0;0;0;0;1;
