block_id;module;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;time_deviation;nb_threads;
127;sobel;sobel.c:113-141;48.35;2.07;2.07;2.07;2.07;0;0;1;
23;sobel;sobel.c:21-28;25.37;1.09;1.09;1.09;1.09;0;0;1;
129;sobel;sobel.c:113-141;0.16;0.01;0.01;0.01;0.01;0;0;1;
130;sobel;sobel.c:134-141;0.05;0;0;0;0;0;0;1;
183;sobel;common.c:9-10;0.02;0;0;0;0;0;0;1;
