block_id;module;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;time_deviation;nb_threads;
127;sobel;sobel.c:113-141;48.35;2.07;;;;;;;
23;sobel;sobel.c:21-28;25.37;1.09;;;;;;;
129;sobel;sobel.c:113-141;0.16;0.01;;;;;;;
130;sobel;sobel.c:134-141;0.05;0;;;;;;;
183;sobel;common.c:9-10;0.02;0;;;;;;;
