cpui_model_name;uarchitecture_code;cpui_cpu_cores;last_html_path;proc_name;global_instances_per_bucket;timestamp;architecture_code;cpui_cache_size;os_version;cur_frequency;architecture;min_time_obj;cqa_uarch;cqa_arch;hostname;max_frequency;lprof_suffix;maqao_version;uarchitecture;is_src_code;instances_per_bucket;exp_version;universal_timestamp;maqao_build;
AMD Ryzen 5 3500U with Radeon Vega Mobile Gfx;31;4;sobel_one_html/index.html;AMD_fam17h_mod18h;31;2023-01-15 21:05:35;2;512 KB;Linux 5.15.0-56-generic #62-Ubuntu SMP Tue Nov 22 19:54:14 UTC 2022;2332351;x86_64;0.1;ZEN_V1;x86_64;vidal-NBLK-WAX9X;2100000;_npsu_run_0;2.16.0;ZEN_V1;true;31;3.1;1673813135;766cd4a6ff7535ecc31168278a1f4b2786663ebf::20221116-145906;
