Node;Process;Thread;System (%);Binary (%);MPI (%);Nb Cycle Events;OMP (%);Others (%);String (%);Memory (%);IO (%);Time (s);Math (%);Pthread (%);
_ALL;_ALL;_ALL;0.01;93.04;0;12687.99;0;0;0;0;0;63.44;6.95;0;
romeologin1.ro18.urca;_ALL;_ALL;0.01;93.04;0;12687.99;0;0;0;0;0;63.44;6.95;0;
romeologin1.ro18.urca;658;_ALL;0.01;93.04;0;12687.99;0;0;0;0;0;63.44;6.95;0;
romeologin1.ro18.urca;658;658;0.01;93.04;0;12687.99;0;0;0;0;0;63.44;6.95;0;
