function_id;module;function_name;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;time_deviation;nb_threads;cats;label_name;
8;sobel;main._omp_fn.0;stdio2.h:105-105,rdtsc.h:9-11,sobel.c:21-300;23.26;0.58;;;;;;;"100,0,0,0,0,0,0,0,0,0";main._omp_fn.0;
-1;kernel;copy_user_generic_string;;9.68;0.24;;;;;;;"0,0,0,0,100,0,0,0,0,0";copy_user_generic_string;
-1;kernel;clear_page_rep;;8.56;0.21;;;;;;;"0,0,0,0,100,0,0,0,0,0";clear_page_rep;
-1;kernel;_raw_spin_unlock_irqrestore;;7.03;0.17;;;;;;;"0,0,0,0,96.000000228595,3.9999997714053,0,0,0,0";_raw_spin_unlock_irqrestore;
-1;kernel;_raw_spin_unlock_irq;;3.25;0.08;;;;;;;"0,0,0,0,69.135804755606,30.864195244394,0,0,0,0";_raw_spin_unlock_irq;
-1;kernel;rmqueue_pcplist.constprop.0;;3.01;0.07;;;;;;;"0,0,0,0,100,0,0,0,0,0";rmqueue_pcplist.constprop.0;
-1;kernel;do_user_addr_fault;;2.73;0.07;;;;;;;"0,0,0,0,100,0,0,0,0,0";do_user_addr_fault;
-1;kernel;crc32c_pcl_intel_update;;2.01;0.05;;;;;;;"0,0,0,0,100,0,0,0,0,0";crc32c_pcl_intel_update;
-1;kernel;free_unref_page_list;;1.73;0.04;;;;;;;"0,0,0,0,62.79069940526,37.20930059474,0,0,0,0";free_unref_page_list;
-1;kernel;fault_in_readable;;1.33;0.03;;;;;;;"0,0,0,0,100,0,0,0,0,0";fault_in_readable;
-1;kernel;__alloc_pages;;1.08;0.03;;;;;;;"0,0,0,0,100,0,0,0,0,0";__alloc_pages;
-1;kernel;__rcu_read_lock;;0.92;0.02;;;;;;;"0,0,0,0,100,0,0,0,0,0";__rcu_read_lock;
-1;kernel;charge_memcg;;0.84;0.02;;;;;;;"0,0,0,0,100,0,0,0,0,0";charge_memcg;
-1;kernel;xas_load;;0.72;0.02;;;;;;;"0,0,0,0,94.444444444444,5.5555555555556,0,0,0,0";xas_load;
-1;kernel;kmem_cache_alloc;;0.72;0.02;;;;;;;"0,0,0,0,100,0,0,0,0,0";kmem_cache_alloc;
-1;kernel;zap_pte_range;;0.72;0.02;;;;;;;"0,0,0,0,100,0,0,0,0,0";zap_pte_range;
-1;kernel;__filemap_add_folio;;0.68;0.02;;;;;;;"0,0,0,0,100,0,0,0,0,0";__filemap_add_folio;
-1;kernel;filemap_get_read_batch;;0.64;0.02;;;;;;;"0,0,0,0,100,0,0,0,0,0";filemap_get_read_batch;
-1;kernel;ext4_da_map_blocks.constprop.0;;0.6;0.01;;;;;;;"0,0,0,0,100,0,0,0,0,0";ext4_da_map_blocks.constprop.0;
-1;kernel;ext4_fill_raw_inode;;0.52;0.01;;;;;;;"0,0,0,0,100,0,0,0,0,0";ext4_fill_raw_inode;
-1;kernel;kmem_cache_free;;0.48;0.01;;;;;;;"0,0,0,0,100,0,0,0,0,0";kmem_cache_free;
-1;kernel;__memset;;0.44;0.01;;;;;;;"0,0,0,0,100,0,0,0,0,0";__memset;
-1;kernel;start_this_handle;;0.44;0.01;;;;;;;"0,0,0,0,100,0,0,0,0,0";start_this_handle;
-1;kernel;ext4_da_write_end;;0.44;0.01;;;;;;;"0,0,0,0,100,0,0,0,0,0";ext4_da_write_end;
-1;kernel;get_mem_cgroup_from_mm;;0.44;0.01;;;;;;;"0,0,0,0,100,0,0,0,0,0";get_mem_cgroup_from_mm;
-1;kernel;__ext4_journal_get_write_access;;0.4;0.01;;;;;;;"0,0,0,0,100,0,0,0,0,0";__ext4_journal_get_write_access;
-1;kernel;memcg_slab_post_alloc_hook;;0.4;0.01;;;;;;;"0,0,0,0,100,0,0,0,0,0";memcg_slab_post_alloc_hook;
-1;kernel;__handle_mm_fault;;0.4;0.01;;;;;;;"0,0,0,0,100,0,0,0,0,0";__handle_mm_fault;
-1;kernel;__rcu_read_unlock;;0.4;0.01;;;;;;;"0,0,0,0,100,0,0,0,0,0";__rcu_read_unlock;
-1;kernel;__raw_spin_lock_irqsave;;0.4;0.01;;;;;;;"0,0,0,0,100,0,0,0,0,0";__raw_spin_lock_irqsave;
-1;kernel;crypto_shash_update;;0.36;0.01;;;;;;;"0,0,0,0,100,0,0,0,0,0";crypto_shash_update;
-1;kernel;ext4_inode_csum;;0.36;0.01;;;;;;;"0,0,0,0,100,0,0,0,0,0";ext4_inode_csum;
-1;kernel;try_charge_memcg;;0.36;0.01;;;;;;;"0,0,0,0,100,0,0,0,0,0";try_charge_memcg;
-1;kernel;get_page_from_freelist;;0.36;0.01;;;;;;;"0,0,0,0,100,0,0,0,0,0";get_page_from_freelist;
-1;kernel;do_anonymous_page;;0.36;0.01;;;;;;;"0,0,0,0,100,0,0,0,0,0";do_anonymous_page;
