block_id;module;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;time_deviation;nb_threads;
77;sobel;sobel.c:22-29;54.19;0.36;;;;;;;
80;sobel;sobel.c:207-217;36.98;0.25;;;;;;;
82;sobel;sobel.c:212-217;0.15;0;;;;;;;
86;sobel;sobel.c:212-217;0.15;0;;;;;;;
87;sobel;sobel.c:207-217;0.15;0;;;;;;;
