block_id;module;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;time_deviation;nb_threads;
91;sobel;sobel.c:209-215;65.18;0.98;;;;;;;
93;sobel;sobel.c:204-215;2.4;0.04;;;;;;;
92;sobel;sobel.c:204-215;0.67;0.01;;;;;;;
95;sobel;sobel.c:204-204;0.07;0;;;;;;;
