loop_id;module;function_name;function_id;source_info;level;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;time_deviation;nb_threads;
1;sobel;main._omp_fn.0;8;sobel.c:22-29;Innermost;39.95;0.99;0.32;0.35;0.37;14.273259162903;0.020679475739598;8;
2;sobel;main._omp_fn.0;8;sobel.c:207-217;Innermost;26.64;0.66;0.19;0.23;0.26;9.7364873886108;0.023412061855197;8;
3;sobel;main._omp_fn.0;8;sobel.c:207-217;Innermost;0.22;0.01;0;0;0;0.17239528894424;0.0010690442286432;7;
4;sobel;main._omp_fn.0;8;sobel.c:203-217;InBetween;0.07;0;0;0;0;0.074593685567379;0.00049999967450276;4;
