block_id;module;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;time_deviation;nb_threads;
77;sobel;sobel.c:22-29;14.14;0.35;;;;;;;
80;sobel;sobel.c:207-217;9.12;0.23;;;;;;;
