block_id;module;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;time_deviation;nb_threads;
91;sobel;sobel.c:209-215;64.1;0.93;;;;;;;
93;sobel;sobel.c:204-215;3.23;0.05;;;;;;;
92;sobel;sobel.c:204-215;0.75;0.01;;;;;;;
