loop_id;module;function_name;function_id;source_info;level;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;time_deviation;nb_threads;
1;sobel;main._omp_fn.0;8;sobel.c:22-29;Innermost;56.13;0.32;;;;;;;
2;sobel;main._omp_fn.0;8;sobel.c:207-217;Innermost;34.64;0.19;;;;;;;
3;sobel;main._omp_fn.0;8;sobel.c:207-217;Innermost;0.53;0;;;;;;;
