block_id;module;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;time_deviation;nb_threads;
91;sobel;sobel.c:209-215;60.95;0.86;;;;;;;
93;sobel;sobel.c:204-215;4.68;0.07;;;;;;;
92;sobel;sobel.c:204-215;1.49;0.02;;;;;;;
