loop_id;module;function_name;function_id;source_info;level;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;time_deviation;nb_threads;
3;sobel;sobel_v3._omp_fn.0;8;sobel.c:204-215;Innermost;67.02;0.96;;;;;;;
4;sobel;sobel_v3._omp_fn.0;8;sobel.c:204-215;Outermost;0.07;0;;;;;;;
