block_id;module;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;
71;sobel;sobel.c:21-30;33.97;1.71;0.19;0.22;0.25;6.7951273918152;32;
80;sobel;sobel.c:204-214;30.47;1.54;0.16;0.2;0.24;6.1404519081116;32;
76;sobel;sobel.c:209-214;0.83;0.04;0;0.01;0.01;0.43241953849792;32;
84;sobel;sobel.c:209-214;0.18;0.01;0;0;0;0.1784523576498;22;
77;sobel;sobel.c:204-214;0.06;0;0;0;0;0.13659904897213;9;
83;sobel;sobel.c:209-214;0.05;0;0;0;0;0.11814627051353;8;
95;sobel;sobel.c:204-204;0.04;0;0;0;0;0.10329136252403;7;
73;sobel;sobel.c:204-204;0.02;0;0;0;0;0.00092149502597749;5;
79;sobel;sobel.c:204-204;0.01;0;0;0;0;0.11321291327477;3;
85;sobel;sobel.c:204-214;0.01;0;0;0;0;0.00093011866556481;3;
81;sobel;sobel.c:204-204;0.01;0;0;0;0;0.0046724416315556;2;
82;sobel;sobel.c:202-202;0.01;0;0;0;0;7.4505805969238e-08;2;
75;sobel;sobel.c:204-313;0.01;0;0;0;0;0.005668097641319;2;
86;sobel;sobel.c:204-214;0.01;0;0;0;0;0.005668097641319;2;
