Node;Process;Thread;System (%);Binary (%);MPI (%);Nb Cycle Events;OMP (%);Others (%);String (%);Memory (%);IO (%);Time (s);Math (%);Pthread (%);
_ALL;_ALL;_ALL;41.36;57.45;0;18767.42;0;0.01;0;0.01;0.03;18.77;0;1.15;
knl07;_ALL;_ALL;41.36;57.45;0;18767.42;0;0.01;0;0.01;0.03;18.77;0;1.15;
knl07;359590;_ALL;41.36;57.45;0;18767.42;0;0.01;0;0.01;0.03;18.77;0;1.15;
knl07;359590;359590;41.36;57.45;0;18767.42;0;0.01;0;0.01;0.03;18.77;0;1.15;
