Nb Loops;If Clean;If FP Vect;If Fully Vect;IF FP Only
1;1;1.0123;1.2481;1.483;
2;1;1.0123;1.6409;2.6256;
3;1;1.0123;1.6599;2.6724;
4;1;1.0123;1.6636;2.6815;
5;1;1.0123;1.6656;2.6867;
