group_size;pattern;opcodes;offsets;addresses;stride_status;stride;memory_status;accessed_memory;accessed_memory_nooverlap;accessed_memory_overlap;span;head;unroll_factor;
9;LLLLLLLLL;VMOVDQU,VMOVDQU,VMOVDQU,VMOVDQU,VMOVDQU,VMOVDQU,VMOVDQU,VMOVDQU,VMOVDQU,;0,0,0,0,0,0,0,0,0,;0x3240,0x3246,0x3265,0x3294,0x32d0,0x32db,0x3348,0x3357,0x3375,;Success;16;Success;144;16;128;16;16;9;
1;S;VMOVDQU,;0,;0x34ed,;Success;16;Success;16;16;0;16;16;1;
2;LL;VPAND,VPAND,;7273,7255,;0x34cf,0x34e1,;RIP based value;0;Success;32;32;0;34;0;2;
10;SSSSSLLLLL;VMOVDQA,VMOVDQA,VMOVDQA,VMOVDQA,VMOVDQA,VMOVDQA,VMOVDQA,VMOVDQA,VMOVDQA,VMOVDQA,;-88,-104,-72,-56,-120,-104,-120,-88,-72,-56,;0x329f,0x32a5,0x32ab,0x32b1,0x331a,0x33a9,0x33cb,0x33e4,0x343a,0x3448,;Not Analyzed;0;Success;160;80;80;80;0;1;
