Node;Process;Thread;System (%);Binary (%);MPI (%);Nb Cycle Events;OMP (%);Others (%);String (%);Memory (%);IO (%);Time (s);Math (%);Pthread (%);
_ALL;_ALL;_ALL;40.45;59.5;0;18131.65;0.01;0.01;0;0.01;0.02;18.13;0;0;
knl07;_ALL;_ALL;40.45;59.5;0;18131.65;0.01;0.01;0;0.01;0.02;18.13;0;0;
knl07;391669;_ALL;40.45;59.5;0;18131.65;0.01;0.01;0;0.01;0.02;18.13;0;0;
knl07;391669;391669;40.45;59.5;0;18131.65;0.01;0.01;0;0.01;0.02;18.13;0;0;
