Node;Process;Thread;System (%);Binary (%);MPI (%);Nb Cycle Events;OMP (%);Others (%);String (%);Memory (%);IO (%);Time (s);Math (%);Pthread (%);
_ALL;_ALL;_ALL;42.75;56.76;0;37618.25;0.05;0;0;0.01;0.03;25.43;0;0.39;
knl07;_ALL;_ALL;42.75;56.76;0;37618.25;0.05;0;0;0.01;0.03;25.43;0;0.39;
knl07;393839;_ALL;42.75;56.76;0;37618.25;0.05;0;0;0.01;0.03;25.43;0;0.39;
knl07;393839;393839;57.37;41.99;0;25427.34;0.02;0;0;0.02;0.02;25.43;0;0.58;
knl07;393839;394128;12.26;87.58;0;12190.91;0.11;0;0;0;0.04;12.19;0;0;
