block_id;module;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;
73;sobel;sobel.c:21-30;28.54;7.66;5.59;5.61;5.63;17.177877426147;2;
82;sobel;sobel.c:204-214;24.91;6.69;4.89;4.9;4.91;14.779703140259;2;
78;sobel;sobel.c:209-214;0.47;0.13;0.09;0.09;0.09;0.3036296069622;2;
86;sobel;sobel.c:209-214;0.11;0.03;0.02;0.02;0.03;0.10510459542274;2;
79;sobel;sobel.c:204-214;0.07;0.02;0.01;0.01;0.02;0.025825887918472;2;
101;sobel;sobel.c:204-204;0.03;0.01;0;0.01;0.01;0.026474576443434;2;
81;sobel;sobel.c:204-204;0.03;0.01;0;0.01;0.01;0.0040753511711955;2;
85;sobel;sobel.c:209-214;0.02;0.01;0;0;0;0.017782002687454;2;
77;sobel;sobel.c:204-313;0.02;0;0;0;0;0.017385147511959;2;
88;sobel;sobel.c:204-214;0.01;0;0;0;0;0;1;
83;sobel;sobel.c:204-204;0.01;0;0;0;0;0.00039685340016149;2;
75;sobel;sobel.c:204-204;0.01;0;0;0;0;0.0030298091005534;2;
87;sobel;sobel.c:204-214;0.01;0;0;0;0;0.0030298091005534;2;
158;sobel;common.c:9-10;0;0;0;0;0;0;1;
89;sobel;sobel.c:214-214;0;0;0;0;0;0;1;
