block_id;module;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;
73;sobel;sobel.c:21-30;22.15;5.53;;;;;;
82;sobel;sobel.c:204-214;19.78;4.94;;;;;;
78;sobel;sobel.c:209-214;0.43;0.11;;;;;;
86;sobel;sobel.c:209-214;0.08;0.02;;;;;;
79;sobel;sobel.c:204-214;0.08;0.02;;;;;;
81;sobel;sobel.c:204-204;0.03;0.01;;;;;;
88;sobel;sobel.c:204-214;0.02;0;;;;;;
75;sobel;sobel.c:204-204;0.01;0;;;;;;
97;sobel;sobel.c:204-204;0.01;0;;;;;;
85;sobel;sobel.c:209-214;0.01;0;;;;;;
148;sobel;common.c:9-10;0;0;;;;;;
83;sobel;sobel.c:204-204;0;0;;;;;;
84;sobel;sobel.c:202-202;0;0;;;;;;
77;sobel;sobel.c:204-313;0;0;;;;;;
