block_id;module;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;
73;sobel;sobel.c:21-30;21.98;5.59;;;;;;
82;sobel;sobel.c:204-214;19.34;4.92;;;;;;
78;sobel;sobel.c:209-214;0.38;0.1;;;;;;
86;sobel;sobel.c:209-214;0.09;0.02;;;;;;
79;sobel;sobel.c:204-214;0.09;0.02;;;;;;
81;sobel;sobel.c:204-204;0.03;0.01;;;;;;
101;sobel;sobel.c:204-204;0.02;0;;;;;;
85;sobel;sobel.c:209-214;0.02;0;;;;;;
83;sobel;sobel.c:204-204;0.01;0;;;;;;
88;sobel;sobel.c:204-214;0.01;0;;;;;;
77;sobel;sobel.c:204-313;0.01;0;;;;;;
72;sobel;sobel.c:21-299;0;0;;;;;;
75;sobel;sobel.c:204-204;0;0;;;;;;
87;sobel;sobel.c:204-214;0;0;;;;;;
153;sobel;common.c:14-15;0;0;;;;;;
