block_id;module;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;
73;sobel;sobel.c:21-30;45.12;5.63;;;;;;
82;sobel;sobel.c:204-214;39.18;4.89;;;;;;
78;sobel;sobel.c:209-214;0.76;0.09;;;;;;
86;sobel;sobel.c:209-214;0.21;0.03;;;;;;
79;sobel;sobel.c:204-214;0.1;0.01;;;;;;
101;sobel;sobel.c:204-204;0.06;0.01;;;;;;
85;sobel;sobel.c:209-214;0.04;0;;;;;;
88;sobel;sobel.c:204-214;0.03;0;;;;;;
77;sobel;sobel.c:204-313;0.03;0;;;;;;
81;sobel;sobel.c:204-204;0.02;0;;;;;;
75;sobel;sobel.c:204-204;0.01;0;;;;;;
83;sobel;sobel.c:204-204;0.01;0;;;;;;
87;sobel;sobel.c:204-214;0.01;0;;;;;;
89;sobel;sobel.c:214-214;0.01;0;;;;;;
