block_id;module;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;
73;sobel;sobel.c:21-30;45.48;5.57;;;;;;
82;sobel;sobel.c:204-214;40.64;4.97;;;;;;
78;sobel;sobel.c:209-214;0.85;0.1;;;;;;
86;sobel;sobel.c:209-214;0.23;0.03;;;;;;
79;sobel;sobel.c:204-214;0.14;0.02;;;;;;
81;sobel;sobel.c:204-204;0.02;0;;;;;;
85;sobel;sobel.c:209-214;0.02;0;;;;;;
97;sobel;sobel.c:204-204;0.02;0;;;;;;
91;sobel;sobel.c:327-327,stdio2.h:100-100;0.02;0;;;;;;
77;sobel;sobel.c:204-313;0.02;0;;;;;;
75;sobel;sobel.c:204-204;0.01;0;;;;;;
87;sobel;sobel.c:204-214;0.01;0;;;;;;
84;sobel;sobel.c:202-202;0.01;0;;;;;;
