block_id;module;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;
73;sobel;sobel.c:21-30;19.92;5.59;;;;;;
82;sobel;sobel.c:204-214;17.96;5.04;;;;;;
78;sobel;sobel.c:209-214;0.33;0.09;;;;;;
79;sobel;sobel.c:204-214;0.08;0.02;;;;;;
86;sobel;sobel.c:209-214;0.07;0.02;;;;;;
81;sobel;sobel.c:204-204;0.02;0;;;;;;
85;sobel;sobel.c:209-214;0.01;0;;;;;;
101;sobel;sobel.c:204-204;0.01;0;;;;;;
77;sobel;sobel.c:204-313;0.01;0;;;;;;
83;sobel;sobel.c:204-204;0.01;0;;;;;;
88;sobel;sobel.c:204-214;0.01;0;;;;;;
152;sobel;common.c:9-10;0;0;;;;;;
75;sobel;sobel.c:204-204;0;0;;;;;;
84;sobel;sobel.c:202-202;0;0;;;;;;
89;sobel;sobel.c:214-214;0;0;;;;;;
