Node;Process;Thread;System (%);Binary (%);MPI (%);Nb Cycle Events;OMP (%);Others (%);String (%);Memory (%);IO (%);Time (s);Math (%);Pthread (%);
_ALL;_ALL;_ALL;21.67;76.7;0;13870.26;0;0;0;0.01;0.07;13.87;0;1.55;
knl07;_ALL;_ALL;21.67;76.7;0;13870.26;0;0;0;0.01;0.07;13.87;0;1.55;
knl07;356089;_ALL;21.67;76.7;0;13870.26;0;0;0;0.01;0.07;13.87;0;1.55;
knl07;356089;356089;21.67;76.7;0;13870.26;0;0;0;0.01;0.07;13.87;0;1.55;
