Nb Loops;If Clean;If FP Vect;If Fully Vect;IF FP Only
1;1;1.0104;1.2025;1.3809;
2;1;1.0104;1.4889;2.086;
3;1;1.0104;1.501;2.1089;
4;1;1.0104;1.5036;2.1138;
5;1;1.0104;1.5053;2.1171;
