cpui_model_name;uarchitecture_code;cpui_cpu_cores;last_html_path;proc_name;global_instances_per_bucket;timestamp;architecture_code;cpui_cache_size;os_version;cur_frequency;architecture;is_src_code;min_time_obj;cqa_uarch;hostname;max_frequency;cqa_arch;lprof_suffix;instances_per_bucket;uarchitecture;maqao_version;exp_version;universal_timestamp;maqao_build;
AMD Ryzen 5 3500U with Radeon Vega Mobile Gfx;31;4;sobel_one_html/index.html;AMD_fam17h_mod18h;31;2023-02-18 00:54:27;2;512 KB;Linux 5.19.0-32-generic #33~22.04.1-Ubuntu SMP PREEMPT_DYNAMIC Mon Jan 30 17:03:34 UTC 2;1477135;x86_64;true;0.1;ZEN_V1;vidal-NBLK-WAX9X;2100000;x86_64;_npsu_run_0;31;ZEN_V1;2.16.0;3.1;1676678067;766cd4a6ff7535ecc31168278a1f4b2786663ebf::20221116-145906;
