block_id;module;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;
73;sobel;sobel.c:21-30;29.87;5.6;;;;;;
82;sobel;sobel.c:204-214;26.73;5.02;;;;;;
78;sobel;sobel.c:209-214;0.54;0.1;;;;;;
86;sobel;sobel.c:209-214;0.11;0.02;;;;;;
79;sobel;sobel.c:204-214;0.1;0.02;;;;;;
85;sobel;sobel.c:209-214;0.02;0;;;;;;
97;sobel;sobel.c:204-204;0.02;0;;;;;;
83;sobel;sobel.c:204-204;0.02;0;;;;;;
77;sobel;sobel.c:204-313;0.02;0;;;;;;
75;sobel;sobel.c:204-204;0.01;0;;;;;;
72;sobel;sobel.c:21-299;0.01;0;;;;;;
90;sobel;sobel.c:202-323,rdtsc.h:9-11;0.01;0;;;;;;
88;sobel;sobel.c:204-214;0.01;0;;;;;;
