block_id;module;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;
71;sobel;sobel.c:21-30;14.14;1.4;;;;;;
80;sobel;sobel.c:204-214;12.52;1.24;;;;;;
76;sobel;sobel.c:209-214;0.19;0.02;;;;;;
84;sobel;sobel.c:209-214;0.07;0.01;;;;;;
77;sobel;sobel.c:204-214;0.06;0.01;;;;;;
79;sobel;sobel.c:204-204;0.03;0;;;;;;
73;sobel;sobel.c:204-204;0.02;0;;;;;;
95;sobel;sobel.c:204-204;0.01;0;;;;;;
83;sobel;sobel.c:209-214;0.01;0;;;;;;
75;sobel;sobel.c:204-313;0.01;0;;;;;;
86;sobel;sobel.c:204-214;0.01;0;;;;;;
