block_id;module;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;
71;sobel;sobel.c:21-30;45.57;1.38;;;;;;
80;sobel;sobel.c:204-214;39.53;1.2;;;;;;
76;sobel;sobel.c:209-214;1.02;0.03;;;;;;
84;sobel;sobel.c:209-214;0.13;0;;;;;;
77;sobel;sobel.c:204-214;0.1;0;;;;;;
95;sobel;sobel.c:204-204;0.1;0;;;;;;
85;sobel;sobel.c:204-214;0.07;0;;;;;;
83;sobel;sobel.c:209-214;0.07;0;;;;;;
88;sobel;sobel.c:202-323,rdtsc.h:9-11;0.03;0;;;;;;
79;sobel;sobel.c:204-204;0.03;0;;;;;;
81;sobel;sobel.c:204-204;0.03;0;;;;;;
75;sobel;sobel.c:204-313;0.03;0;;;;;;
