loop_id;module;function_name;function_id;source_info;level;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;
0;sobel;main._omp_fn.0;8;sobel.c:21-30;Innermost;14.14;1.4;;;;;;
1;sobel;main._omp_fn.0;8;sobel.c:204-214;Innermost;12.52;1.24;;;;;;
5;sobel;main._omp_fn.0;8;sobel.c:204-214;Innermost;0.26;0.03;;;;;;
4;sobel;main._omp_fn.0;8;sobel.c:204-214;Innermost;0.08;0.01;;;;;;
2;sobel;main._omp_fn.0;8;sobel.c:202-313;InBetween;0.07;0.01;;;;;;
