name;time_p;time_s;cpi_ratio;
/scratch/chps/users/user22024/Projet/AOC-Computer-vision/maqao/sobel_v3/binaries/sobel;59.62;5.26;;
kernel;40.1;3.54;;
/usr/lib/x86_64-linux-gnu/libgomp.so.1.0.0;0.26;0.02;;
/usr/lib/x86_64-linux-gnu/libc-2.31.so;0.03;0;;
