block_id;module;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;
71;sobel;sobel.c:21-30;31.03;2.74;1.39;1.39;1.39;15.012630462646;4;
80;sobel;sobel.c:204-214;27.67;2.44;1.21;1.24;1.27;13.705250740051;4;
76;sobel;sobel.c:209-214;0.52;0.05;0.02;0.02;0.03;0.32341939210892;4;
84;sobel;sobel.c:209-214;0.16;0.01;0;0.01;0.01;0.12304684519768;4;
77;sobel;sobel.c:204-214;0.11;0.01;0;0;0.01;0.076266251504421;4;
95;sobel;sobel.c:204-204;0.04;0;0;0;0;0.046512436121702;2;
83;sobel;sobel.c:209-214;0.03;0;0;0;0;0.024938290938735;3;
85;sobel;sobel.c:204-214;0.01;0;0;0;0;0.015256174840033;2;
75;sobel;sobel.c:204-313;0.01;0;0;0;0;0;1;
72;sobel;sobel.c:313-313,rdtsc.h:9-11;0.01;0;0;0;0;0;1;
79;sobel;sobel.c:204-204;0.01;0;0;0;0;0;1;
82;sobel;sobel.c:202-202;0.01;0;0;0;0;0;1;
87;sobel;sobel.c:214-214;0.01;0;0;0;0;0;1;
