block_id;module;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;
71;sobel;sobel.c:21-30;17.36;1.39;;;;;;
80;sobel;sobel.c:204-214;15.22;1.22;;;;;;
76;sobel;sobel.c:209-214;0.25;0.02;;;;;;
84;sobel;sobel.c:209-214;0.1;0.01;;;;;;
77;sobel;sobel.c:204-214;0.05;0;;;;;;
81;sobel;sobel.c:204-204;0.01;0;;;;;;
149;sobel;common.c:14-15;0.01;0;;;;;;
82;sobel;sobel.c:202-202;0.01;0;;;;;;
94;sobel;sobel.c:204-204;0.01;0;;;;;;
83;sobel;sobel.c:209-214;0.01;0;;;;;;
75;sobel;sobel.c:204-313;0.01;0;;;;;;
86;sobel;sobel.c:204-214;0.01;0;;;;;;
