loop_id;module;function_name;function_id;source_info;level;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;time_deviation;nb_threads;
7;sobel;main._omp_fn.0;12;sobel.c:21-28;Innermost;54.52;0.36;;;;;;;
3;sobel;sobel_v4;11;sobel.c:240-251;Innermost;35.83;0.23;;;;;;;
4;sobel;sobel_v4;11;sobel.c:240-251;Innermost;0.46;0;;;;;;;
5;sobel;sobel_v4;11;sobel.c:240-251;Innermost;0.15;0;;;;;;;
