block_id;module;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;time_deviation;nb_threads;
108;sobel;sobel.c:21-28;55.46;0.38;;;;;;;
82;sobel;sobel.c:240-251;36.39;0.25;;;;;;;
84;sobel;sobel.c:245-251;0.15;0;;;;;;;
