loop_id;module;function_name;function_id;source_info;level;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;time_deviation;nb_threads;
7;sobel;main._omp_fn.0;12;sobel.c:21-28;Innermost;55.46;0.38;;;;;;;
3;sobel;sobel_v4;11;sobel.c:240-251;Innermost;36.39;0.25;;;;;;;
4;sobel;sobel_v4;11;sobel.c:240-251;Innermost;0.15;0;;;;;;;
