function_id;module;function_name;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;time_deviation;nb_threads;cats;label_name;
12;sobel;main._omp_fn.0;stdio2.h:105-105,rdtsc.h:9-11,sobel.c:21-338;54.36;0.35;;;;;;;"100,0,0,0,0,0,0,0,0,0";main._omp_fn.0;
11;sobel;sobel_v4;sobel.c:236-254;35.83;0.23;;;;;;;"100,0,0,0,0,0,0,0,0,0";sobel_v4;
-1;kernel;clear_page_rep;;2.34;0.01;;;;;;;"0,0,0,0,100,0,0,0,0,0";clear_page_rep;
-1;kernel;do_user_addr_fault;;2.02;0.01;;;;;;;"0,0,0,0,100,0,0,0,0,0";do_user_addr_fault;
-1;kernel;rmqueue_pcplist.constprop.0;;1.25;0.01;;;;;;;"0,0,0,0,100,0,0,0,0,0";rmqueue_pcplist.constprop.0;
-1;kernel;_raw_spin_unlock_irqrestore;;0.47;0;;;;;;;"0,0,0,0,100,0,0,0,0,0";_raw_spin_unlock_irqrestore;
-1;kernel;vma_alloc_folio;;0.31;0;;;;;;;"0,0,0,0,100,0,0,0,0,0";vma_alloc_folio;
-1;kernel;get_page_from_freelist;;0.31;0;;;;;;;"0,0,0,0,100,0,0,0,0,0";get_page_from_freelist;
-1;kernel;do_anonymous_page;;0.31;0;;;;;;;"0,0,0,0,100,0,0,0,0,0";do_anonymous_page;
-1;kernel;folio_add_lru;;0.31;0;;;;;;;"0,0,0,0,100,0,0,0,0,0";folio_add_lru;
-1;kernel;count_memcg_events.constprop.0;;0.31;0;;;;;;;"0,0,0,0,100,0,0,0,0,0";count_memcg_events.constprop.0;
-1;kernel;down_read_trylock;;0.31;0;;;;;;;"0,0,0,0,100,0,0,0,0,0";down_read_trylock;
-1;kernel;_raw_spin_lock;;0.16;0;;;;;;;"0,0,0,0,100,0,0,0,0,0";_raw_spin_lock;
-1;kernel;do_syscall_64;;0.16;0;;;;;;;"0,0,0,0,100,0,0,0,0,0";do_syscall_64;
-1;kernel;try_charge_memcg;;0.16;0;;;;;;;"0,0,0,0,100,0,0,0,0,0";try_charge_memcg;
-1;kernel;__mod_lruvec_page_state;;0.16;0;;;;;;;"0,0,0,0,100,0,0,0,0,0";__mod_lruvec_page_state;
-1;kernel;consume_stock;;0.16;0;;;;;;;"0,0,0,0,100,0,0,0,0,0";consume_stock;
-1;kernel;should_fail_alloc_page;;0.16;0;;;;;;;"0,0,0,0,100,0,0,0,0,0";should_fail_alloc_page;
-1;kernel;page_add_new_anon_rmap;;0.16;0;;;;;;;"0,0,0,0,100,0,0,0,0,0";page_add_new_anon_rmap;
-1;kernel;__handle_mm_fault;;0.16;0;;;;;;;"0,0,0,0,100,0,0,0,0,0";__handle_mm_fault;
-1;kernel;__rcu_read_lock;;0.16;0;;;;;;;"0,0,0,0,100,0,0,0,0,0";__rcu_read_lock;
-1;kernel;pfn_pte;;0.16;0;;;;;;;"0,0,0,0,100,0,0,0,0,0";pfn_pte;
355;libc.so.6;psiginfo;;0.16;0;;;;;;;"0,0,0,0,100,0,0,0,0,0";psiginfo;
269;libgomp.so.1.0.0;omp_get_num_procs;;0.16;0;;;;;;;"0,0,100,0,0,0,0,0,0,0";omp_get_num_procs;
