block_id;module;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;time_deviation;nb_threads;
108;sobel;sobel.c:21-28;54.88;0.38;;;;;;;
82;sobel;sobel.c:240-251;37.85;0.26;;;;;;;
84;sobel;sobel.c:245-251;0.15;0;;;;;;;
87;sobel;sobel.c:240-240;0.15;0;;;;;;;
